mirId	Family/Cluster	Cancer	Profile	PubMed Article
hsa-miR-449a		non-small cell lung cancer	down	MicroRNA-449a Is Downregulated in Non-Small Cell Lung Cancer and Inhibits Migration and Invasion by Targeting c-Met.
hsa-miR-449a		non-small cell lung cancer	down	microRNA-449a Suppresses Non-small Cell Lung Cancer.
hsa-miR-4500		non-small cell lung cancer	down	Down-regulation of miR-4500 promoted non-small cell lung cancer growth.
hsa-miR-451		non-small cell lung cancer	down	MicroRNA-451 functions as a tumor suppressor in human non-small cell lung cancer by targeting ras-related protein 14 (RAB14).
hsa-miR-451		non-small cell lung cancer	down	The expression and function of miRNA-451 in non-small cell lung cancer.
hsa-miR-451		non-small cell lung cancer	down	Clinical evaluation of microRNA expression profiling in non small cell lung cancer.
hsa-miR-4782-3p		non-small cell lung cancer	down	miR-4782-3p Inhibited Non-Small Cell Lung Cancer growth via USP14.
hsa-miR-494		non-small cell lung cancer	up	Expression and clinical evidence of miR-494 and PTEN in non-small cell lung cancer.
hsa-miR-494		non-small cell lung cancer	up	Tumor-derived microRNA-494 promotes angiogenesis in non-small cell lung cancer.
hsa-miR-497		non-small cell lung cancer	down	Downregulation of miR-497 promotes tumor growth and angiogenesis by targeting HDGF in non-small cell lung cancer.
hsa-miR-497		non-small cell lung cancer	down	MiR-497 Suppresses YAP1 and Inhibits Tumor Growth in Non-Small Cell Lung Cancer.
hsa-miR-498		non-small cell lung cancer	down	MicroRNA-498 is downregulated in non-small cell lung cancer and correlates with tumor progression.
hsa-miR-503		non-small cell lung cancer	down	Epigenetic silencing of MicroRNA-503 regulates FANCA expression in non-small cell lung cancer cell.
hsa-miR-503		non-small cell lung cancer	down	Down-regulation of miR-503 expression predicate advanced mythological features and poor prognosis in patients with NSCLC.
hsa-miR-512-3p		non-small cell lung cancer	down	Inhibition of RAC1-GEF DOCK3 by miR-512-3p contributes to suppression of metastasis in non-small cell lung cancer.
hsa-miR-520a-3p		non-small cell lung cancer	down	The microRNA-520a-3p inhibits proliferation, apoptosis and metastasis by targeting MAP3K2 in non-small cell lung cancer.
hsa-miR-526b		non-small cell lung cancer	down	By downregulating Ku80, hsa-miR-526b suppresses non-small cell lung cancer.
hsa-miR-625*		non-small cell lung cancer	down	Low levels of cell-free circulating miR-361-3p and miR-625* as blood-based markers for discriminating malignant from benign lung tumors.
hsa-miR-630		non-small cell lung cancer	down	miR-630 targets LMO3 to regulate cell growth and metastasis in lung cancer.
hsa-miR-675-5p		non-small cell lung cancer	up	Down-regulation of miR-675-5p contributes to tumor progression and development by targeting pro-tumorigenic GPR55 in non-small cell lung cancer.
hsa-miR-7		non-small cell lung cancer	down	MicroRNA-7 inhibits the malignant phenotypes of non?small cell lung cancer in vitro by targeting Pax6.
hsa-miR-761		non-small cell lung cancer	up	MiR-761 Promotes Progression and Metastasis of Non-Small Cell Lung Cancer by Targeting ING4 and TIMP2.
hsa-miR-9		non-small cell lung cancer	up	Up-regulation of miR-9 expression as a poor prognostic biomarker in patients with non-small cell lung cancer.
hsa-miR-92b		non-small cell lung cancer	up	MiR-92b regulates the cell growth, cisplatin chemosensitivity of A549 non small cell lung cancer cell line and target PTEN.
hsa-miR-92b		non-small cell lung cancer	up	Inhibition of miR-92b suppresses nonsmall cell lung cancer cells growth and motility by targeting RECK.
hsa-miR-93		non-small cell lung cancer	up	Expression of miR-29c, miR-93, and miR-429 as Potential Biomarkers for Detection of Early Stage Non-Small Lung Cancer.
hsa-miR-95		non-small cell lung cancer	up	MiR-95 induces proliferation and chemo- or radioresistance through directly targeting sorting nexin1 (SNX1) in non-small cell lung cancer.
hsa-miR-96		non-small cell lung cancer	down	Expression of microRNA-96 and its potential functions by targeting FOXO3 in non-small cell lung cancer.
hsa-miR-99a		non-small cell lung cancer	down	miR-99a suppresses the metastasis of human non-small cell lung cancer cells by targeting AKT1 signaling pathway.
hsa-miR-99a		non-small cell lung cancer	down	microRNA-99a is downregulated and promotes proliferation, migration and invasion in non-small cell lung cancer A549 and H1299 cells.
hsa-miR-1260b		non-small cell lung cancer	up	Overexpression of miR-1260b in Non-small Cell Lung Cancer is Associated with Lymph Node Metastasis.
hsa-miR-185		non-small cell lung cancer	down	miR-185 acts as a tumor suppressor by targeting AKT1 in non-small cell lung cancer cells.
hsa-miR-137		non-small cell lung cancer	down	MicroRNA-137 inhibits cell migration and invasion by targeting bone morphogenetic protein-7 (BMP7) in non-small cell lung cancer cells.
hsa-miR-142-3p		non-small cell lung cancer	down	MiR-142-3p functions as a potential tumor suppressor directly targeting HMGB1 in non-small-cell lung carcinoma.
hsa-miR-449a		non-small cell lung cancer	down	MiR-449a suppresses cell invasion by inhibiting MAP2K1 in non-small cell lung cancer.
hsa-miR-9		non-small cell lung cancer	up	Oncogenic miR-9 is a target of erlotinib in NSCLCs.
hsa-miR-148a		non-small cell lung cancer	down	MicroRNA-148a Suppresses Invasion and Metastasis of Human Non-Small-Cell Lung Cancer.
hsa-miR-147		non-small cell lung cancer	down	Serum level of microRNA-147 as diagnostic biomarker in human non-small cell lung caner.
hsa-miR-23a		non-small cell lung cancer	up	Clinical value of microRNA-23a upregulation in non-small cell lung cancer.
hsa-miR-155		non-small cell lung cancer	up	Critical role of miR-155/FoxO1/ROS axis in the regulation of non-small cell lung carcinomas.
hsa-miR-1290		non-small cell lung cancer	up	miR-1290 is a potential prognostic biomarker in non-small cell lung cancer.
hsa-miR-150		non-small cell lung cancer	up	Jumonji domain containing 2A predicts prognosis and regulates cell growth in lung cancer depending on miR-150.
hsa-miR-204		non-small cell lung cancer	down	Decreased expression of miR-204 in plasma is associated with a poor prognosis in patients with non-small cell lung cancer.
hsa-miR-497		non-small cell lung cancer	down	Role of miR-497 in VEGF-A-mediated cancer cell growth and invasion in non-small cell lung cancer.
hsa-miR-25		non-small cell lung cancer	up	miR-25 is up-regulated in non-small cell lung cancer and promotes cell proliferation and motility by targeting FBXW7.
hsa-miR-21		non-small cell lung cancer	up	Up-Regulation of miR-21 Expression Predicate Advanced Clinicopathological Features and Poor Prognosis in Patients with Non-Small Cell Lung Cancer.
hsa-miR-92a		non-small cell lung cancer	up	MicroRNA-92a promotes growth, metastasis, and chemoresistance in non-small cell lung cancer cells by targeting PTEN.
hsa-miR-25		non-small cell lung cancer	up	Elevated microRNA-25 inhibits cell apoptosis in lung cancer by targeting RGS3.
hsa-miR-140-3p		non-small cell lung cancer	down	MiR-140-3p suppressed cell growth and invasion by downregulating the expression of ATP8A1 in non-small cell lung cancer.
hsa-miR-30b		non-small cell lung cancer	down	microRNA-30b inhibits cell invasion and migration through targeting collagen triple helix repeat containing 1 in non-small cell lung cancer.
hsa-miR-125b		non-small cell lung cancer	up	MicroRNA-125b promotes tumor metastasis through targeting tumor protein 53-induced nuclear protein 1 in patients with non-small-cell lung cancer.
hsa-miR-148b		non-small cell lung cancer	down	Down-regulated MicroRNA 148b expression as predictive biomarker and its prognostic significance associated with clinicopathological features in non-small-cell lung cancer patients.
hsa-miR-452		non-small cell lung cancer	down	Up-Regulation of MiR-452 Inhibits Metastasis of Non-Small Cell Lung Cancer by Regulating BMI1.
hsa-miR-21		non-small cell lung cancer	up	MicroRNA-21 regulates non-small cell lung cancer cell proliferation by affecting cell apoptosis via COX-19.
hsa-miR-200a		non-small cell lung cancer	down	MicroRNA-200a Targets EGFR and c-Met to Inhibit Migration, Invasion, and Gefitinib Resistance in Non-Small Cell Lung Cancer.
hsa-miR-499-5p		non-small cell lung cancer	down	Overexpression of miR-499-5p inhibits non-small cell lung cancer proliferation and metastasis by targeting VAV3.
hsa-miR-204		non-small cell lung cancer	down	miRNA-204 suppresses human non-small cell lung cancer by targeting ATF2.
hsa-miR-652-3p		non-small cell lung cancer	up	MiR-652-3p is upregulated in non-small cell lung cancer and promotes proliferation and metastasis by directly targeting Lgl1.
hsa-miR-194		non-small cell lung cancer	down	MiR-194 inhibits the proliferation, invasion, migration, and enhances the chemosensitivity of non-small cell lung cancer cells by targeting forkhead box A1 protein.
hsa-miR-329		non-small cell lung cancer	down	Hsa-miR-329 exerts tumor suppressor function through down-regulation of MET in non-small cell lung cancer.
hsa-miR-96		non-small cell lung cancer	up	miR-96 induces cisplatin chemoresistance in non-small cell lung cancer cells by downregulating SAMD9.
hsa-miR-345		non-small cell lung cancer	down	Prognostic significance of tissue miR-345 downregulation in non-small cell lung cancer.
hsa-miR-98		non-small cell lung cancer	down	MiR-98 inhibits cell proliferation and invasion of non-small cell carcinoma lung cancer by targeting PAK1.
hsa-miR-221		non-small cell lung cancer	up	Overexpression of MicroRNA-221 is associated with poor prognosis in non-small cell lung cancer patients.
hsa-miR-26b		non-small cell lung cancer	down	MicroRNA-26b suppresses the metastasis of non-small cell lung cancer by targeting MIEN1 via NF-?B/MMP-9/VEGF pathways.
hsa-miR-126		non-small cell lung cancer	down	Down-regulation of microRNA-126 and microRNA-133b acts as novel predictor biomarkers in progression and metastasis of non small cell lung cancer.
hsa-miR-152		non-small cell lung cancer	down	MiR-152 regulates metastases of non-small cell lung cancer cells by targeting neuropilin-1.
hsa-miR-377		non-small cell lung cancer	down	microRNA-377 inhibits non-small-cell lung cancer through targeting AEG-1.
hsa-miR-455		non-small cell lung cancer	down	MicroRNA-455 suppresses non-small cell lung cancer through targeting ZEB1.
hsa-miR-1290		non-small cell lung cancer	up	Hsa-miR-1246 and hsa-miR-1290 are associated with stemness and invasiveness of non-small cell lung cancer.
hsa-miR-1246		non-small cell lung cancer	up	Hsa-miR-1246 and hsa-miR-1290 are associated with stemness and invasiveness of non-small cell lung cancer.
hsa-miR-20a-5p		non-small cell lung cancer	down	Identification of serum miRNAs by nano-quantum dots microarray as diagnostic biomarkers for early detection of non-small cell lung cancer.
hsa-miR-16-5p		non-small cell lung cancer	down	Identification of serum miRNAs by nano-quantum dots microarray as diagnostic biomarkers for early detection of non-small cell lung cancer.
hsa-miR-15b-5p		non-small cell lung cancer	up	Identification of serum miRNAs by nano-quantum dots microarray as diagnostic biomarkers for early detection of non-small cell lung cancer.
hsa-miR-1271		non-small cell lung cancer	down	Inhibition of the growth of non-small cell lung cancer by miRNA-1271.
hsa-miR-512-5p		non-small cell lung cancer	down	miR-512-5p induces apoptosis and inhibits glycolysis by targeting p21 in non-small cell lung cancer cells.
hsa-miR-215		non-small cell lung cancer	down	miR-215 functions as a tumor suppressor and directly targets ZEB2 in human non-small cell lung cancer.
hsa-miR-106a		non-small cell lung cancer	up	miR-106a promotes growth and metastasis of non-small cell lung cancer by targeting PTEN.
hsa-miR-133a		non-small cell lung cancer	down	Down-regulation of miR-133a as a poor prognosticator in non-small cell lung cancer.
hsa-miR-320		non-small cell lung cancer	down	MicroRNA-320 was downregulated in non-small cell lung cancer and inhibited cell proliferation, migration and invasion by targeting fatty acid synthase.
hsa-miR-454		non-small cell lung cancer	up	MiR-454 promotes the progression of human non-small cell lung cancer and directly targets PTEN.
hsa-miR-124		non-small cell lung cancer	down	miRNA-124 modulates lung carcinoma cell migration and invasion.
hsa-miR-134		non-small cell lung cancer	down	miR-134 inhibits non-small cell lung cancer growth by targeting the epidermal growth factor receptor.
hsa-miR-145		non-small cell lung cancer	down	MiR-145 and miR-203 represses TGF-?-induced epithelial-mesenchymal transition and invasion by inhibiting SMAD3 in non-small cell lung cancer cells.
hsa-miR-203		non-small cell lung cancer	down	MiR-145 and miR-203 represses TGF-?-induced epithelial-mesenchymal transition and invasion by inhibiting SMAD3 in non-small cell lung cancer cells.
hsa-miR-138		non-small cell lung cancer	down	MicroRNA-138 acts as a tumor suppressor in non small cell lung cancer via targeting YAP1.
hsa-miR-663a		non-small cell lung cancer	down	MicroRNA-663a is downregulated in non-small cell lung cancer and inhibits proliferation and invasion by targeting JunD.
hsa-miR-1908		non-small cell lung cancer	down	miR-1908 Overexpression Inhibits Proliferation, Changing Akt Activity and p53 Expression in Hypoxic NSCLC Cells.
hsa-miR-203		non-small cell lung cancer	down	MicroRNA-mediated epigenetic targeting of Survivin significantly enhances the antitumor activity of paclitaxel against non-small cell lung cancer.
hsa-miR-154		non-small cell lung cancer	down	MicroRNA-154 functions as a tumor suppressor and directly targets HMGA2 in human non-small cell lung cancer.
hsa-miR-134		non-small cell lung cancer	down	Hsa-miR-134 suppresses non-small cell lung cancer (NSCLC) development through down-regulation of CCND1.
hsa-miR-361-3p		non-small cell lung cancer	down	MicroRNA-361-3p suppresses tumor cell proliferation and metastasis by directly targeting SH2B1 in NSCLC.
hsa-miR-491-5p		non-small cell lung cancer	down	MicroRNAs-491-5p suppresses cell proliferation and invasion by inhibiting IGF2BP1 in non-small cell lung cancer.
hsa-miR-210		non-small cell lung cancer	up	Diagnostic Value of Serum miR-182, miR-183, miR-210, and miR-126 Levels in Patients with Early-Stage Non-Small Cell Lung Cancer.
hsa-miR-126		non-small cell lung cancer	down	Diagnostic Value of Serum miR-182, miR-183, miR-210, and miR-126 Levels in Patients with Early-Stage Non-Small Cell Lung Cancer.
hsa-miR-182		non-small cell lung cancer	up	Diagnostic Value of Serum miR-182, miR-183, miR-210, and miR-126 Levels in Patients with Early-Stage Non-Small Cell Lung Cancer.
hsa-miR-183		non-small cell lung cancer	up	Diagnostic Value of Serum miR-182, miR-183, miR-210, and miR-126 Levels in Patients with Early-Stage Non-Small Cell Lung Cancer.
hsa-miR-383		non-small cell lung cancer	down	MicroRNA-383 is a tumor suppressor and potential prognostic biomarker in human non-small cell lung caner.
hsa-miR-328-3p		non-small cell lung cancer	down	Up- regulation of miR-328-3p sensitizes non-small cell lung cancer to radiotherapy.
hsa-miR-135a		non-small cell lung cancer	down	Serum microRNA-135a downregulation as a prognostic marker of non-small cell lung cancer.
hsa-miR-424-3p		non-small cell lung cancer	down	Loss of MiR-424-3p, not miR-424-5p, confers chemoresistance through targeting YAP1 in non-small cell lung cancer.
hsa-miR-107		non-small cell lung cancer	down	MicroRNA-107 inhibits tumor growth and metastasis by targeting the BDNF-mediated PI3K/AKT pathway in human non-small lung cancer.
hsa-miR-187-5p		non-small cell lung cancer	down	MicroRNA-187-5p suppresses cancer cell progression in non-small cell lung cancer (NSCLC) through down-regulation of CYP1B1.
hsa-miR-146a-5p		non-small cell lung cancer	down	MiR-146a-5p inhibits cell proliferation and cell cycle progression in NSCLC cell lines by targeting CCND1 and CCND2.
hsa-miR-301a		non-small cell lung cancer	up	Increased expression of microRNA-301a in nonsmall-cell lung cancer and its clinical significance.
hsa-miR-338-3p		non-small cell lung cancer	down	miR-338-3p suppresses epithelial-mesenchymal transition and metastasis in human nonsmall cell lung cancer.
hsa-miR-541-3p		non-small cell lung cancer	down	MiR-541-3p reverses cancer progression by directly targeting TGIF2 in non-small cell lung cancer.
hsa-miR-141		non-small cell lung cancer	down	Inhibition of miR-141 reverses cisplatin resistance in non-small cell lung cancer cells via upregulation of programmed cell death protein 4.
hsa-miR-124		non-small cell lung cancer	down	MicroRNA-124 suppresses tumor cell proliferation and invasion by targeting CD164 signaling pathway in non-small cell lung cancer.
hsa-miR-200b		non-small cell lung cancer	down	miR-200b inhibits migration and invasion in non-small cell lung cancer cells via targeting FSCN1.
hsa-miR-154		non-small cell lung cancer	down	miR-154 inhibits migration and invasion of human non-small cell lung cancer by targeting ZEB2.
hsa-miR-320a		non-small cell lung cancer	down	Decreased expression of microRNA-320a promotes proliferation and invasion of non-small cell lung cancer cells by increasing VDAC1 expression.
hsa-miR-148b		non-small cell lung cancer	down	MicroRNA-148b is a potential prognostic biomarker and predictor of response to radiotherapy in non-small-cell lung cancer.
hsa-miR-184		non-small cell lung cancer	up	Reduction of microRNA-184 by E6 oncoprotein confers cisplatin resistance in lung cancer via increasing Bcl-2.
hsa-miR-124		non-small cell lung cancer	down	MicroRNA-124 Functions as a Tumor Suppressor by Regulating CDH2 and Epithelial-Mesenchymal Transition in Non-Small Cell Lung Cancer.
hsa-miR-1976		non-small cell lung cancer	down	MicroRNA-1976 functions as a tumor suppressor and serves as a prognostic indicator in non-small cell lung cancer by directly targeting PLCE1.
hsa-miR-218-5p		non-small cell lung cancer	down	Tumor-suppressive miR-218-5p inhibits cancer cell proliferation and migration via EGFR in non-small cell lung cancer.
hsa-miR-486-5p		non-small cell lung cancer	down	Direct repression of the oncogene CDK4 by the tumor suppressor miR-486-5p in non-small cell lung cancer.
hsa-miR-376c		non-small cell lung cancer	down	MicroRNA-376c suppresses non-small-cell lung cancer cell growth and invasion by targeting LRH-1-mediated Wnt signaling pathway.
hsa-miR-509-5p		non-small cell lung cancer	down	The Tumor Suppressive Role of MiRNA-509-5p by Targeting FOXM1 in Non-Small Cell Lung Cancer.
hsa-miR-26b		non-small cell lung cancer	down	Expression of miRNA-26b in the diagnosis and prognosis of patients with non-small-cell lung cancer.
hsa-miR-133b		non-small cell lung cancer	down	MicroRNA-133b inhibits the migration and invasion of non small cell lung cancer cells via targeting FSCN1.
hsa-miR-181b		non-small cell lung cancer	down	MicroRNA-181b is downregulated in non-small cell lung cancer and inhibits cell motility by directly targeting HMGB1.
hsa-miR-193a		non-small cell lung cancer	down	Pathologically decreased expression of miR-193a contributes to metastasis by targeting WT1-E-cadherin axis in non-small cell lung cancers.
hsa-miR-155		non-small cell lung cancer	up	MiR-21 and MiR-155 promote non-small cell lung cancer progression by downregulating SOCS1, SOCS6, and PTEN.
hsa-miR-21		non-small cell lung cancer	up	MiR-21 and MiR-155 promote non-small cell lung cancer progression by downregulating SOCS1, SOCS6, and PTEN.
hsa-miR-635		non-small cell lung cancer	down	The microRNA-635 suppresses tumorigenesis in non-small cell lung cancer.
hsa-miR-206		non-small cell lung cancer	down	MicroRNA-206 attenuates the growth and angiogenesis in non-small cell lung cancer cells by blocking the 14-3-3?/STAT3/HIF-1?/VEGF signaling.
hsa-miR-32		non-small cell lung cancer	down	miR-32 functions as a tumor suppressor and directly targets SOX9 in human non-small cell lung cancer [Retraction].
hsa-miR-92b		non-small cell lung cancer	down	Regulation of Twist in the metastasis of non-small cell lung cancer by miR-92b.
hsa-miR-590		non-small cell lung cancer	down	microRNA-590 suppresses the tumorigenesis and invasiveness of non-small cell lung cancer cells by targeting ADAM9.
hsa-miR-7		non-small cell lung cancer	down	MicroRNA-7 inhibits cell proliferation, migration and invasion in human non-small cell lung cancer cells by targeting FAK through ERK/MAPK signaling pathway.
hsa-miR-520a-3p		non-small cell lung cancer	down	microRNA-520a-3p inhibits proliferation and cancer stem cell phenotype by targeting HOXD8 in non-small cell lung cancer.
hsa-miR-585		non-small cell lung cancer	down	MicroRNA-585 acts as a tumor suppressor in non-small-cell lung cancer by targeting hSMG-1.
hsa-miR-132		non-small cell lung cancer	down	MicroRNA-132 inhibits migration, invasion and epithelial-mesenchymal transition by regulating TGF?1/Smad2 in human non-small cell lung cancer.
hsa-miR-124		non-small cell lung cancer	down	MicroRNA-124 suppresses Slug-mediated lung cancer metastasis.
hsa-miR-195		non-small cell lung cancer	down	Diagnostic and prognostic value of plasma microRNA-195 in patients with non-small cell lung cancer.
hsa-miR-154		non-small cell lung cancer	down	RETRACTION of articles with plagiarism in common with other publications.
hsa-miR-944		non-small cell lung cancer	down	MicroRNA-944 Affects Cell Growth by Targeting EPHA7 in Non-Small Cell Lung Cancer.
hsa-miR-138		non-small cell lung cancer	down	MicroRNA-138 inhibits migration and invasion of non-small cell lung cancer cells by targeting LIMK1.
hsa-miR-1304		non-small cell lung cancer	down	MicroRNA-1304 suppresses human non-small cell lung cancer cell growth in vitro by targeting heme oxygenase-1.
hsa-miR-143		non-small cell lung cancer	down	miR-143 suppresses the proliferation of NSCLC cells by inhibiting the epidermal growth factor receptor.
hsa-miR-148a		non-small cell lung cancer	down	MicroRNA-148a suppresses proliferation and invasion potential of non-small cell lung carcinomas via regulation of STAT3.
hsa-miR-9		non-small cell lung cancer	up	MiR-9 is involved in TGF-?1-induced lung cancer cell invasion and adhesion by targeting SOX7.
hsa-miR-30a-5p		non-small cell lung cancer	down	CD73/NT5E is a target of miR-30a-5p and plays an important role in the pathogenesis of non-small cell lung cancer.
hsa-miR-338-3p		non-small cell lung cancer	down	MiR-338-3p inhibits the growth and invasion of non-small cell lung cancer cells by targeting IRS2.
hsa-miR-135b		non-small cell lung cancer	up	LncRNA GAS5 Inhibits Tumorigenesis and Enhances Radiosensitivity By Suppressing miR-135b Expression in Non-Small Cell Lung Cancer.
hsa-miR-21		non-small cell lung cancer	up	The role of microRNA-21 in predicting brain metastases from non-small cell lung cancer.
hsa-miR-27b		non-small cell lung cancer	down	Overexpression of MicroRNA-27b Inhibits Proliferation, Migration, and Invasion via Suppression of MET Expression.
hsa-miR-134		non-small cell lung cancer	down	miR-134 suppresses the migration and invasion of non?small cell lung cancer by targeting ITGB1.
hsa-miR-361-5p		non-small cell lung cancer	down	Downregulation of miR-361-5p associates with aggressive clinicopathological features and unfavorable prognosis in non-small cell lung cancer.
hsa-miR-382		non-small cell lung cancer	down	miR-382 inhibits tumor progression by targeting SETD8 in non-small cell lung cancer.
hsa-miR-592		non-small cell lung cancer	down	miR-592 functions as a tumor suppressor in human non-small cell lung cancer by targeting SOX9.
hsa-miR-3940-5p		non-small cell lung cancer	down	miR-3940-5p Functions as a Tumor Suppressor in Non-Small Cell Lung Cancer Cells by Targeting Cyclin D1 and Ubiquitin Specific Peptidase-28.
hsa-miR-150		non-small cell lung cancer	up	MiR-150 promotes cellular metastasis in non-small cell lung cancer by targeting FOXO4.
hsa-miR-1247		non-small cell lung cancer	down	Silencing of miR-1247 by DNA methylation promoted non-small-cell lung cancer cell invasion and migration by effects of STMN1.
hsa-miR-98		non-small cell lung cancer	down	MicroRNA-98 plays a suppressive role in non-small cell lung cancer through inhibition of SALL4 protein expression.
hsa-miR-133b		non-small cell lung cancer	down	miR-133b inhibits cell growth, migration, and invasion by targeting MMP9 in non-small cell lung cancer.
hsa-miR-509-5p		non-small cell lung cancer	down	MiR-509-5p suppresses the proliferation, migration, and invasion of non-small cell lung cancer by targeting YWHAG.
hsa-miR-181a-5p		non-small cell lung cancer	down	MicroRNA-181a-5p Impedes IL-17-Induced Nonsmall Cell Lung Cancer Proliferation and Migration through Targeting VCAM-1.
hsa-miR-424		non-small cell lung cancer	up	MiR-424 Promotes Non-Small Cell Lung Cancer Progression and Metastasis through Regulating the Tumor Suppressor Gene TNFAIP1.
hsa-miR-92a		non-small cell lung cancer	up	MicroRNA-92a promotes epithelial-mesenchymal transition through activation of PTEN/PI3K/AKT signaling pathway in non-small cell lung cancer metastasis.
hsa-miR-221		non-small cell lung cancer	up	Serum expression level of miR-504 can differentiate between glioblastoma multiforme and solitary brain metastasis of non-small cell lung carcinoma.
hsa-miR-137		non-small cell lung cancer	down	miR-137 inhibits the proliferation of human non-small cell lung cancer cells by targeting SRC3.
hsa-miR-29a		non-small cell lung cancer	down	MicroRNA-29a functions as a potential tumor suppressor through directly targeting CDC42 in non-small cell lung cancer.
hsa-miR-320a		non-small cell lung cancer	down	MicroRNA-320a is downregulated in non-small cell lung cancer and suppresses tumor cell growth and invasion by directly targeting insulin-like growth factor 1 receptor.
hsa-miR-516b		non-small cell lung cancer	down	Clinical Significance and Tumor-Suppressive Function of miR-516b in Nonsmall Cell Lung Cancer.
hsa-miR-15b		non-small cell lung cancer	up	MicroRNA-15b promotes proliferation and invasion of non?small cell lung carcinoma cells by directly targeting TIMP2.
hsa-miR-124		non-small cell lung cancer	down	MicroRNA-124 suppresses proliferation and glycolysis in non-small cell lung cancer cells by targeting AKT-GLUT1/HKII.
hsa-miR-300		non-small cell lung cancer	down	MicroRNA-300 targets hypoxia inducible factor-3 alpha to inhibit tumorigenesis of human non-small cell lung cancer.
hsa-miR-18a-5p		non-small cell lung cancer	up	MicroRNA-18a-5p functions as an oncogene by directly targeting IRF2 in lung cancer.
hsa-miR-130a	mir-130	non-small cell lung cancer	down	MiR-130 exerts tumor suppressive function on the tumorigenesis of human non-small cell lung cancer by targeting PTEN.
hsa-miR-130b	mir-130	non-small cell lung cancer	down	MiR-130 exerts tumor suppressive function on the tumorigenesis of human non-small cell lung cancer by targeting PTEN.
hsa-miR-301a	mir-130	non-small cell lung cancer	down	MiR-130 exerts tumor suppressive function on the tumorigenesis of human non-small cell lung cancer by targeting PTEN.
hsa-miR-301b	mir-130	non-small cell lung cancer	down	MiR-130 exerts tumor suppressive function on the tumorigenesis of human non-small cell lung cancer by targeting PTEN.
hsa-miR-615-3p		non-small cell lung cancer	down	Identification of microRNA-615-3p as a novel tumor suppressor in non-small cell lung cancer.
hsa-miR-215		non-small cell lung cancer	down	miR-215 suppresses proliferation and migration of non-small cell lung cancer cells.
hsa-miR-589		non-small cell lung cancer	down	Hypermethylation of miRNA-589 promoter leads to upregulation of HDAC5 which promotes malignancy in non-small cell lung cancer.
hsa-miR-21		non-small cell lung cancer	up	Role of microRNA-21 in radiosensitivity in non-small cell lung cancer cells by targeting PDCD4 gene.
hsa-miR-187		non-small cell lung cancer	up	MicroRNA-187 modulates epithelial-mesenchymal transition by targeting PTRF in non-small cell lung cancer.
hsa-miR-221		non-small cell lung cancer	up	miRNA-221 acts as an oncogenic role by directly targeting TIMP2 in non-small-cell lung carcinoma.
hsa-miR-495		non-small cell lung cancer	down	miR-199a-5p and miR-495 target GRP78 within UPR pathway of lung cancer.
hsa-miR-199a-5p		non-small cell lung cancer	down	miR-199a-5p and miR-495 target GRP78 within UPR pathway of lung cancer.
hsa-miR-708-5p		non-small cell lung cancer	down	Downregulation of DNMT3A by miR-708-5p inhibits lung cancer stem cell-like phenotypes through repressing Wnt/?-catenin signaling.
hsa-miR-486-5p		non-small cell lung cancer	down	ANK1 Methylation regulates expression of MicroRNA-486-5p and discriminates lung tumors by histology and smoking status.
hsa-miR-181c		non-small cell lung cancer	up	miR-181c contributes to cisplatin resistance in non-small cell lung cancer cells by targeting Wnt inhibition factor 1.
hsa-miR-98		non-small cell lung cancer	down	Low serum miR-98 as an unfavorable prognostic biomarker in patients with non-small cell lung cancer.
hsa-miR-181a		non-small cell lung cancer	down	MiR-181a inhibits non-small cell lung cancer cell proliferation by targeting CDK1.
hsa-miR-384		non-small cell lung cancer	down	MicroRNA-384 represses the growth and invasion of non-small-cell lung cancer by targeting astrocyte elevated gene-1/Wnt signaling.
hsa-miR-542-5p		non-small cell lung cancer	down	The suppressive role of miR-542-5p in NSCLC: the evidence from clinical data and in vivo validation using a chick chorioallantoic membrane model.
hsa-miR-124		non-small cell lung cancer	down	Inhibition of LHX2 by miR-124 suppresses cellular migration and invasion in non-small cell lung cancer.
hsa-miR-33a		non-small cell lung cancer	down	miR-33a inhibits cell proliferation and invasion by targeting CAND1 in lung cancer.
hsa-miR-542-3p		non-small cell lung cancer	down	MiR-542-3p exerts tumor suppressive functions in non-small cell lung cancer cells by upregulating FTSJ2.
hsa-miR-30d		non-small cell lung cancer	down	Non-small cell lung cancer: miR-30d suppresses tumor invasion and migration by directly targeting NFIB.
hsa-miR-1		non-small cell lung cancer	down	Lung Endothelial MicroRNA-1 Regulates Tumor Growth and Angiogenesis.
hsa-miR-330-5p		non-small cell lung cancer	down	Inhibition of NOB1 by microRNA-330-5p overexpression represses cell growth of non-small cell lung cancer.
hsa-miR-34a		non-small cell lung cancer	down	MicroRNA-34a/EGFR axis plays pivotal roles in lung tumorigenesis.
hsa-miR-212		non-small cell lung cancer	down	MicroRNA-212 functions as a tumor-suppressor in human non-small cell lung cancer by targeting SOX4.
hsa-miR-146b-5p		non-small cell lung cancer	down	MiR-146b-5p functions as a suppressor miRNA and prognosis predictor in non-small cell lung cancer.
hsa-miR-224		non-small cell lung cancer	up	The miR-224 promotes non-small cell lung cancer cell proliferation by directly targeting RASSF8.
hsa-miR-130b		non-small cell lung cancer	up	An alternative microRNA-mediated post-transcriptional regulation of GADD45A by p53 in human non-small-cell lung cancer cells.
